city,province,activity,spots
Midland,Ontario,Cherry Blossom Viewing,"['Cherry Blossom Garden', 'Alice Townley Park', 'Cherry Blossom Avenue', 'John Hendry Park (Trout Lake Park)', 'UBC Botanical Garden', 'Greenheart TreeWalk', 'Devonian Harbour Park', 'Jean Beaty Park']"
Midland,Ontario,Picnic,"['Picnic Area', 'Belcarra Picnic Area', 'Prospect Point Picnic Area', 'Locarno Beach Picnic Site', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Central Park Picnic Areas', 'Hume Park', 'Mundy Park Picnic Shelter']"
Mississauga,Ontario,River Rafting,"['Triad River Tours', 'Northern Rockies Adventures', 'Osprey Rafting Company', 'Orion River Rafting', 'Interior Whitewater Expeditions Ltd', 'Glacier Guides and Montana Raft', 'Canadian Outback Rafting', 'Hydra River Guides', 'Winding Waters River Expeditions']"
Mississauga,Ontario,Boating,"['Crescent Beach Marina', 'Quayside Marina', 'Reed Point Marina', 'Cates Park Boat Ramp', 'Burnaby Fraser Foreshore Park', 'Shelter Island Marina & Boatyard']"
Mississauga,Ontario,Rock Climbing,"['SFU Climbing Wall', ""Clip 'n Climb Vancouver"", 'Climb Base5 (North Vancouver)', 'Project Climbing Cloverdale', 'Outdoor Bouldering Wall', 'Climb Base5 (Coquitlam)', 'Climb Away']"
Moose Factory,Ontario,Camping,"['British Columbia Lodging & Campgrounds Association', 'Montague Provincial Campground (K2 Park Service)', 'Klahanie Campground', 'Porteau Cove Campground', 'Anmore Camp & RV Park', 'Discover Camping', 'Apodaca Provincial Park', 'Dogwood Campgrounds & RV Park']"
Moose Factory,Ontario,Hiking/Trekking,"['Burnaby lake', 'Suraci’s Trail', 'Glenbrook Ravine Trail', 'Cottonwood Trail', 'West Forest Trails', 'Burnaby Lake Regional Park', 'Burnaby Mountain Conservation Area']"
Moose Factory,Ontario,Fishing,"['Westminster Pier Park', 'Rocky Point Park', 'Cabin Lake', 'Lost Lagoon, Stanley Park']"
Moose Factory,Ontario,Cherry Blossom Viewing,"['Alice Townley Park', 'Devonian Harbour Park', 'Cherry Blossom Intersection']"
Moose Factory,Ontario,Photography,"['Canada Place', 'Creekside Park', 'Equinox Gallery', 'Museum of Archaeology & Ethnology', 'Gastown Steam Clock', 'Sunset Beach Park', 'Queen Elizabeth Park', 'Prospect Point Lookout', 'Rocky Point Park']"
Moosonee,Ontario,Skiing/Snowboarding,"['Whistler Blackcomb', 'Sun Peaks Resort', 'Revelstoke Mountain Resort']"
Moosonee,Ontario,Horse-riding,"['Saddle Peak Trail Rides', 'Leghorn Ranch Horseback Trail Rides', 'Leghorn Ranch Horseback Trail Rides']"
Moosonee,Ontario,Hiking/Trekking,"['Jug Island Trailhead', ""Drummond's Walk"", 'Burnaby Mountain Biking and Hiking Trails', 'West Forest Trails', 'South Side Trail', 'Burnaby Mountain walking path']"
Moosonee,Ontario,Boating,"['Coal Harbour Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Quayside Marina', 'Burrard Civic Marina', 'Shelter Island Marina & Boatyard', 'Crescent Beach Marina', 'Cates Park Boat Ramp']"
Moosonee,Ontario,River Rafting,"['Orion River Rafting', 'Triad River Tours', 'Northern Rockies Adventures']"
Niagara Falls,Ontario,Mountaineering,"['Ammonite Falls', 'Hiking trails & scenic valley views', 'Capilano Suspension Bridge Park', 'Mount Arrowsmith', 'Panorama Ridge', 'Pinecone Burke Provincial Park']"
Niagara Falls,Ontario,Camping,"['Dogwood Campgrounds & RV Park', 'Discover Camping', 'Rolley Lake Provincial Park', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Capilano River RV Park', 'British Columbia Lodging & Campgrounds Association', 'Muskrat Meadow Outdoor Group Campsite', 'BCRV', 'Campnab']"
Niagara Falls,Ontario,Canoeing,"['Creekside Kayaks at Dragon Boat BC', 'Seaward Kayaks', 'Wildcoast Adventures', 'Talaysay Tours', 'Majestic Ocean Kayaking']"
Niagara Falls,Ontario,Picnic,"['Rocky Point Picnic Shelter', 'Belcarra Picnic Area', 'Picnic Area', 'Burnaby Fraser Foreshore Park', 'Mundy Park Picnic Shelter', 'Guelph Park', 'Covered Area', 'Burnaby Fraser Foreshore Park Picnic Areas']"
Niagara Falls,Ontario,Beach,"['Third Beach', 'Jug Island Beach']"
Niagara Falls,Ontario,Cherry Blossom Viewing,"['Jean Beaty Park', 'Cherry Blossom Garden', 'Salsbury Park']"
Niagara-on-the-Lake,Ontario,Horse-riding,"['Saddle Peak Trail Rides', 'Sun Hills Riding Centre']"
Niagara-on-the-Lake,Ontario,Canoeing,"['Banff Canoe Club', 'Talaysay Tours', 'Seaward Kayaks', 'Kanaka Creek Regional Park', 'Northshore Kayaking', 'Spirit of the West Adventures', 'Creekside Kayaks at Dragon Boat BC', 'Pedals & Paddles']"
Niagara-on-the-Lake,Ontario,Swimming,"['Central Park Outdoor Pool', 'SFU Aquatic Centre', 'Kensington Park Outdoor Pool', 'Eileen Dailly Leisure Pool & Fitness Centre']"
Niagara-on-the-Lake,Ontario,Boating,"['Cates Park Boat Ramp', 'Rocky Point Public Boat Launch', 'Ambleside Park | West Vancouver', 'Coal Harbour Marina', 'Cooper Boating']"
North Bay,Ontario,Horse-riding,"['Conestogo River Horseback Adventures', 'Copper Cayuse Outfitters']"
North Bay,Ontario,Swimming,"['SFU Aquatic Centre', 'Port Coquitlam Leisure Pool']"
North Bay,Ontario,Photography,"['Guelph Park', 'Inukshuk', 'Queen Elizabeth Park']"
North Bay,Ontario,Picnic,"['Picnic Area', 'Guelph Park', 'Confederation Park Picnic Areas', 'Mundy Park Picnic Shelter', 'Jack`s Burn picnic area', 'Burnaby Fraser Foreshore Park']"
North York,Ontario,Swimming,"['Second Beach Swimming Pool', 'Propel Swimming Lessons Burnaby', 'Kensington Park Outdoor Pool', 'Garden Grove Dr']"
North York,Ontario,Hiking/Trekking,"[""Drummond's Walk"", 'South Side Trail', 'West Forest Trails', 'Jug Island Trailhead', 'Burnaby Lake Regional Park', 'Trans Canada Trail']"
North York,Ontario,Rock Climbing,"['Ground Up Climbing Centre', 'Climblife', 'SFU Climbing Wall']"
North York,Ontario,Fishing,"['Burnaby Lake Regional Park', 'John Hendry Park (Trout Lake Park)']"
North York,Ontario,Picnic,"['Mundy Park Picnic Shelter', 'Meunch Bar Picnic Area', 'Rocky Point Picnic Shelter', 'Covered Area', 'Jack`s Burn picnic area']"
North York,Ontario,Cycling,"['Tynehead Regional Park', 'Mactalla Cycles', 'Van City Bikes and Skis', 'Reckless Shipyards: eBikes, Skis & More!', ""Cap's Bicycle Shop"", 'Bert Flinn Park']"
Oakville,Ontario,Camping,"[""Raven's Nest Outdoor Group Campsite"", 'Campnab', 'British Columbia Lodging & Campgrounds Association']"
Oakville,Ontario,River Rafting,"['Adams River Rafting Ltd', 'Chilliwack River Rafting', 'Kumsheen Rafting Resort', 'West Coast Canyoning Adventures', 'Wedge Rafting', 'Triad River Tours', 'Hydra River Guides', 'Alpine Adventures', 'Squamish Rafting Company']"
Oakville,Ontario,Mountaineering,"['Woodland Falls', 'Pinecone Burke Provincial Park', 'Vancouver Mountain Guides', 'Grouse Grind Trail']"
Oakville,Ontario,Photography,"['Guelph Park', 'Capilano Suspension Bridge Park', 'Bloedel Conservatory']"
Oakville,Ontario,Hiking/Trekking,"['Central Valley Greenway', 'Burnaby Lake Regional Park', 'Trail of Hope', 'Suraci’s Trail', 'Velodrome Trail', 'Burnaby Mountain Biking and Hiking Trails']"
Oakville,Ontario,Fishing,"['CRAB Park', 'Kanaka Creek Regional Park', 'ABF Charters/ Guided Sportfishing/Gibsons BC', 'Burnaby Fraser Foreshore Park', 'Rolley Lake Provincial Park', 'Silversides Fishing Adventures']"
Orillia,Ontario,Horse-riding,"['Valle Vista Stables', 'Leghorn Ranch Horseback Trail Rides']"
Orillia,Ontario,Skiing/Snowboarding,"['Whitecap Alpine', 'Purden Ski Village']"
Orillia,Ontario,Mountaineering,"['Mount Arrowsmith', 'Cheam Peak', 'Ammonite Falls']"
Oshawa,Ontario,River Rafting,"['Glacier Guides and Montana Raft', 'Alpine Adventures', 'Triad River Tours', 'Canadian Outback Rafting', 'Pangaea River Rafting | Missoula Whitewater Rafting']"
Oshawa,Ontario,Hiking/Trekking,"['Glenbrook Ravine Trail', 'Cottonwood Trail', 'Southshore Trail', 'Central Valley Greenway', 'Burnaby Mountain Biking and Hiking Trails', 'Burnaby Mountain Conservation Area', 'Jug Island Trailhead', 'Burnaby lake', 'Suraci’s Trail']"
Oshawa,Ontario,Skiing/Snowboarding,"['Big White Ski Resort', 'Whitecap Alpine', 'Troll Ski Resort', 'Club Intrawest']"
Ottawa,Ontario,Canoeing,"['Say Nuth Khaw Yum Provincial Park', 'Vancouver Seawall', 'Northshore Kayaking', 'Banff Canoe Club', 'Northern Rockies Adventures']"
Ottawa,Ontario,Photography,"['Kennedy Falls', 'Rocky Point Park', 'FlyOver Canada', 'Inukshuk', 'Bloedel Conservatory', 'Olympic Cauldron']"
Ottawa,Ontario,Cycling,"['Mactalla Cycles', 'Yes Cycle Bike Rental', ""Cap's Electric Bike Centre"", 'Bert Flinn Park']"
Ottawa,Ontario,River Rafting,"['Adams River Rafting Ltd', 'Glacier Guides and Montana Raft', 'Northern Rockies Adventures', 'River Drifters - White Salmon River Rafting', 'Triad River Tours', 'Chilliwack River Rafting', 'Winding Waters River Expeditions', 'Hydra River Guides']"
Ottawa,Ontario,Cherry Blossom Viewing,"['Salsbury Park', 'Cherry Blossom Avenue', 'Prince Edward Park', 'Alice Townley Park', 'Cherry Blossom Garden', 'Greenheart TreeWalk', 'Vanier Park']"
Parry Sound,Ontario,Horse-riding,"['North Shore Equestrian Centre', 'Saddle Peak Trail Rides', 'Conestogo River Horseback Adventures', 'Boundary Ranch', 'Banff Trail Riders - Stables']"
Parry Sound,Ontario,Skiing/Snowboarding,"['Mount Timothy Recreational Resort', 'Big White Ski Resort', 'Grouse Mountain', 'SilverStar Mountain Resort', 'Dakota Ridge Ski Area', 'Sun Peaks Resort']"
Parry Sound,Ontario,Mountaineering,"['West Lion', 'Cheam Peak', 'Mount Arrowsmith', 'Crown Mountain', 'Say Nuth Khaw Yum Provincial Park']"
Parry Sound,Ontario,Picnic,"['Rocky Point Picnic Shelter', 'Prospect Point Picnic Area', 'Picnic Area', 'Confederation Park Picnic Areas', 'Picnic Area', 'Barnet Marine Park Picnic Areas', 'Locarno Beach Picnic Site', 'Picnic point']"
Parry Sound,Ontario,Photography,"['Kennedy Falls', 'Queen Elizabeth Park', 'Creekside Park', 'Inukshuk']"
Parry Sound,Ontario,Cherry Blossom Viewing,"['Devonian Harbour Park', 'Vanier Park', 'Salsbury Park']"
Perth,Ontario,Canoeing,"['Northshore Kayaking', 'Kanaka Creek Regional Park', 'Whytecliff Park | West Vancouver', 'Northern Rockies Adventures', 'Say Nuth Khaw Yum Provincial Park', 'Seaward Kayaks', 'Bowron Lake Provincial Park', 'Gulf Island Kayaking', 'Spirit of the West Adventures']"
Perth,Ontario,Hiking/Trekking,"['South Side Trail', 'Trail of Hope', 'Glenbrook Ravine Trail', 'Trans Canada Trail', 'Burnaby Lake Regional Park']"
Perth,Ontario,Rock Climbing,"['The Hive Bouldering Gym', 'Outdoor Bouldering Wall', 'Project Climbing Centre', 'Ground Up Climbing Centre', 'Coastal Climbing Centre', 'The Hive Heights', 'Climblife', 'Project Climbing Cloverdale']"
Perth,Ontario,Camping,"['Bishop Creek Marine Campground', 'Fort Camping', 'Campertunity']"
Perth,Ontario,Cherry Blossom Viewing,"['Cherry Blossom Avenue', 'Jean Beaty Park', 'Alice Townley Park', 'Nikkei National Museum & Cultural Centre', 'Prince Edward Park']"
Perth,Ontario,Horse-riding,"['North Shore Equestrian Centre', 'Inspire horsemanship', 'Valle Vista Stables', 'Leghorn Ranch Horseback Trail Rides', 'Trail Riders of the Canadian Rockies']"
Peterborough,Ontario,Cycling,"['Mactalla Cycles', 'Yes Cycle Bike Rental', 'Willingdon Linear Park', 'Union Street Cycle', 'Cycle City Bike Shop & Repairs', 'Coal Harbour Bike Rental', 'Kissing Crows Cyclery']"
Peterborough,Ontario,Horse-riding,"['Southlands Heritage Farm', 'Sun Hills Riding Centre', 'Trail Riders of the Canadian Rockies', 'Pacific Riding for Developing Abilities', 'Hidden Trails Ltd', 'A/Z Mountain Adventures', 'Glen Valley Stables', 'Farm Ventures', 'Copper Cayuse Outfitters']"
Peterborough,Ontario,Mountaineering,"['Whytecliff Park | West Vancouver', 'Cheam Peak']"
Peterborough,Ontario,Boating,"['Coal Harbour Marina', 'Granville Island Boat Rentals']"
Peterborough,Ontario,Swimming,"['Central Park Outdoor Pool', 'Wading Pool', 'Vancouver Aquatic Centre', 'Killarney Pool']"
Picton,Ontario,Boating,"['Cooper Boating', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Reed Point Marina', 'Heather Civic Marina', 'Rocky Point Public Boat Launch', 'Westminster Pier Park', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park']"
Picton,Ontario,Rock Climbing,"['The Hive Climbing and Fitness', 'The Hive Bouldering Gym', 'The Rock Wall Climbing Gym', 'Thompson community bouldering', 'Project Climbing Cloverdale', 'Project Climbing Centre']"
Picton,Ontario,Horse-riding,"['Pacific Riding for Developing Abilities', 'Pathways on Pleasure Valley', 'Southlands Heritage Farm', 'A/Z Mountain Adventures', 'Banff Trail Riders - Stables', 'Glen Valley Stables', 'Boundary Ranch', 'Carousel Canada Equine Riding Centre', 'Sun Hills Riding Centre']"
Picton,Ontario,Beach,"['Kitsilano Beach Park', 'White Pine Beach', 'Buntzen Lake North Beach', 'Sunset Beach Park']"
Port Colborne,Ontario,Cycling,"['HUB Cycling', 'Yes Cycle Bike Rental', 'Reckless Shipyards: eBikes, Skis & More!', 'Great Explorations', 'Riverview Forest Biking Trails', 'Mactalla Cycles']"
Port Colborne,Ontario,Fishing,"['Westminster Pier Park', 'Burnaby Lake Regional Park', 'Deer Lake Park', ""Lang's Fishing Adventures""]"
Port Colborne,Ontario,River Rafting,"['West Coast Canyoning Adventures', 'Winding Waters River Expeditions', 'Hydra River Guides', 'Canadian Outback Rafting', 'Kumsheen Rafting Resort', 'Adams River Rafting Ltd']"
Port Colborne,Ontario,Picnic,"['Picnic Pavilion', 'Mundy Park Picnic Shelter', 'Guelph Park', 'Belcarra Picnic Area', 'Burnaby Fraser Foreshore Park', 'Confederation Park Picnic Areas', 'Bambi Picnic Vancouver', 'Central Park Picnic Areas', 'Locarno Beach Picnic Site']"
Saint Catharines,Ontario,Canoeing,"['North Island Kayak', 'Talaysay Tours', 'Wildcoast Adventures']"
Saint Catharines,Ontario,Mountaineering,"['Vancouver Mountain Guides', 'Stanley Park']"
Saint Catharines,Ontario,River Rafting,"['Pangaea River Rafting | Missoula Whitewater Rafting', 'River Drifters - White Salmon River Rafting', 'Alpine Adventures', 'Interior Whitewater Expeditions Ltd', 'Outdoor Adventure Center', 'Northern Rockies Adventures', 'Squamish Rafting Company']"
Saint Thomas,Ontario,River Rafting,"['Interior Whitewater Expeditions Ltd', 'Adams River Rafting Ltd', 'Outdoor Adventure Center', 'Squamish Rafting Company', 'Triad River Tours', 'Northern Rockies Adventures', 'Hydra River Guides', 'Wet Planet Rafting and Kayaking', 'Chilliwack River Rafting']"
Saint Thomas,Ontario,Mountaineering,"['Cheam Peak', 'Vancouver Mountain Guides', 'Stanley Park']"
Saint Thomas,Ontario,Cycling,"['Bert Flinn Park', 'Coal Harbour Bike Rental', 'Velo Star Cafe', ""Cap's Electric Bike Centre""]"
Saint Thomas,Ontario,Cherry Blossom Viewing,"['Devonian Harbour Park', 'Minoru Park']"
Saint Thomas,Ontario,Picnic,"['Barnet Marine Park Picnic Areas', 'Prospect Point Picnic Area', 'Locarno Beach Picnic Site', 'Jack`s Burn picnic area', 'Confederation Park Picnic Areas', 'Picnic Area', 'Rocky Point Picnic Shelter', 'Picnic Pavilion']"
Saint Thomas,Ontario,Swimming,"['Templeton Park Pool', 'Renfrew Park Pool', 'Stan Stronge Pool', 'Wading Pool', 'C.G. Brown Memorial Pool']"
Sarnia-Clearwater,Ontario,River Rafting,"['West Coast Canyoning Adventures', 'Kumsheen Rafting Resort', 'Chilliwack River Rafting', 'Adams River Rafting Ltd']"
Sarnia-Clearwater,Ontario,Cherry Blossom Viewing,"['Salsbury Park', 'Andy Livingstone Park', 'Prince Edward Park', 'Cherry Blossom Avenue']"
Sarnia-Clearwater,Ontario,Camping,"[""Girl Guides of Canada - Woodward's Landing Campground"", 'Rolley Lake Provincial Park', 'Fort Camping', 'Montague Provincial Campground (K2 Park Service)', 'Klahanie Campground']"
Sarnia-Clearwater,Ontario,Skiing/Snowboarding,"['Troll Ski Resort', 'Mt Seymour Resort', 'Whistler Blackcomb', 'Cypress Mountain', 'Whistler Blackcomb', 'RED Mountain Resort']"
Sault Sainte Marie,Ontario,Hiking/Trekking,"[""Drummond's Walk"", 'Suraci’s Trail', 'Burnaby Lake Regional Park', 'Burnaby Mountain Urban Trail', 'Burnaby Mountain Conservation Area', 'Southshore Trail']"
Sault Sainte Marie,Ontario,Swimming,"['Blue Mountain Wading Pool', 'Garden Grove Dr', 'Renfrew Park Pool', 'Kensington Park Outdoor Pool', 'Lord Byng Pool & Fitness Centre', 'SFU Aquatic Centre']"
Sault Sainte Marie,Ontario,Boating,"['Burrard Civic Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Reed Point Marina', 'Ambleside Park | West Vancouver', 'Heather Civic Marina', 'Westminster Pier Park', 'Cooper Boating']"
Sault Sainte Marie,Ontario,Mountaineering,"['Ammonite Falls', 'Cabin Lake', 'Vancouver Mountain Guides', 'Mt Thom Park', 'Watersprite Lake', 'Crown Mountain', 'Vancouver Mountain Guides', 'West Lion']"
Sault Sainte Marie,Ontario,Fishing,"['Westminster Pier Park', 'Fraser Fishing Adventures']"
Sault Sainte Marie,Ontario,Rock Climbing,"['Project Climbing Centre', 'Climb Base5 (Coquitlam)', 'Project Climbing Cloverdale', 'The Rock Wall Climbing Gym', 'Coastal Climbing Centre', 'Vancouver Mountain Guides', 'Outdoor Bouldering Wall']"
Scarborough,Ontario,Mountaineering,"['Cheam Peak', 'Vancouver Mountain Guides', 'Say Nuth Khaw Yum Provincial Park', 'Panorama Ridge', 'Woodland Falls', 'Hiking trails & scenic valley views', 'Ammonite Falls', 'Pinecone Burke Provincial Park']"
Scarborough,Ontario,Hiking/Trekking,"['Burnaby Mountain walking path', 'Central Valley Greenway', 'Trail of Hope']"
Scarborough,Ontario,Skiing/Snowboarding,"['Purden Ski Village', 'Dakota Ridge Ski Area']"
Scarborough,Ontario,Horse-riding,"['Southlands Heritage Farm', 'Hidden Trails Ltd', 'Pacific Riding for Developing Abilities']"
Scarborough,Ontario,Beach,"['Trout Lake Beach', 'Kitsilano Beach Park', 'Parkside Beach', 'Beach denj', 'Locarno Beach', 'Pebbly Beach', 'New Brighton Beach', 'Buntzen Lake North Beach']"
Scarborough,Ontario,River Rafting,"['Wedge Rafting', 'Orion River Rafting', 'Triad River Tours', 'River Drifters - White Salmon River Rafting', 'Chilliwack River Rafting', 'Canadian Outback Rafting', 'Osprey Rafting Company', 'Winding Waters River Expeditions']"
Simcoe,Ontario,Rock Climbing,"['Climblife', 'Ground Up Climbing Centre', 'Project Climbing Centre', 'Coastal Climbing Centre', 'The Hive Bouldering Gym']"
Simcoe,Ontario,Cycling,"['Great Explorations', ""Cap's Electric Bike Centre"", 'Bert Flinn Park', 'Cycle City Bike Shop & Repairs', 'Van City Bikes and Skis']"
Simcoe,Ontario,Camping,"['Fort Camping', 'BCRV']"
Simcoe,Ontario,Photography,"['Bloedel Conservatory', 'Lighthouse Park | West Vancouver']"
Stratford,Ontario,Canoeing,"['Talaysay Tours', 'Tofino Sea Kayaking', 'North Island Kayak', 'Bowron Lake Provincial Park', 'Spirit of the West Adventures']"
Stratford,Ontario,Photography,"['Capilano Suspension Bridge Park', 'FlyOver Canada', 'Inukshuk', 'Olympic Cauldron', 'Gastown Steam Clock', 'VanDusen Botanical Garden', 'Prospect Point Lookout', 'Guelph Park']"
Stratford,Ontario,Hiking/Trekking,"['Trans Canada Trail', 'Glenbrook Ravine Trail', 'Burnaby Mountain walking path', 'West Forest Trails', ""Drummond's Walk""]"
Stratford,Ontario,Fishing,"['Whytecliff Park | West Vancouver', 'Kanaka Creek Regional Park']"
Stratford,Ontario,Swimming,"['Kerrisdale Pool', 'Lord Byng Pool & Fitness Centre', 'Templeton Park Pool', 'C.G. Brown Memorial Pool']"
Sudbury,Ontario,Photography,"['Digital Orca', 'Vancouver Photographer | Enjoy The Journey Studios', 'Gastown Steam Clock', 'Inukshuk', 'Creekside Park', 'Lighthouse Park | West Vancouver', 'Olympic Cauldron', 'Kennedy Falls']"
Sudbury,Ontario,Picnic,"['Prospect Point Picnic Area', 'Bambi Picnic Vancouver', 'Mundy Park Picnic Shelter', 'Picnic Area', 'Picnic Area', 'Belcarra Picnic Area']"
Sudbury,Ontario,River Rafting,"['River Drifters - White Salmon River Rafting', 'Interior Whitewater Expeditions Ltd', 'Glacier Guides and Montana Raft']"
Sudbury,Ontario,Rock Climbing,"['Climb Away', 'Coastal Climbing Centre', 'Bomber Climbing', 'The Hive Heights', 'Canada West Mountain School', 'SFU Climbing Wall', 'Thompson community bouldering']"
Sudbury,Ontario,Mountaineering,"['Panorama Ridge', 'Stanley Park', 'Cabin Lake']"
Temiskaming Shores,Ontario,Photography,"['VanDusen Botanical Garden', 'Lighthouse Park | West Vancouver', 'Olympic Cauldron', 'Stanley Park', 'Digital Orca', 'Queen Elizabeth Park', 'Equinox Gallery', 'Inukshuk', 'Guelph Park']"
Temiskaming Shores,Ontario,Cycling,"['Mactalla Cycles', 'Bert Flinn Park', 'HUB Cycling', 'Willingdon Linear Park']"
Temiskaming Shores,Ontario,Horse-riding,"['Saddle Peak Trail Rides', 'Leghorn Ranch Horseback Trail Rides', 'Valle Vista Stables', 'Pathways on Pleasure Valley']"
Temiskaming Shores,Ontario,Hiking/Trekking,"['Cottonwood Trail', 'Trans Canada Trail', 'Burnaby Mountain Biking and Hiking Trails']"
Temiskaming Shores,Ontario,Rock Climbing,"['The Rock Wall Climbing Gym', 'The Hive Heights', 'Vancouver Climbers Association', 'The Hive Bouldering Gym', 'Climb Base5 (North Vancouver)', 'Coastal Climbing Centre', 'SFU Climbing Wall']"
Thorold,Ontario,Swimming,"['Stan Stronge Pool', 'RONA Coquitlam (Austin)', 'Eileen Dailly Leisure Pool & Fitness Centre', 'MacPherson Outdoor Pool', 'Kerrisdale Pool']"
Thorold,Ontario,Horse-riding,"['Valle Vista Stables', 'Carousel Canada Equine Riding Centre']"
Thorold,Ontario,Cherry Blossom Viewing,"['Nikkei National Museum & Cultural Centre', 'Devonian Harbour Park', 'Alice Townley Park']"
Thunder Bay,Ontario,Picnic,"['Confederation Park Picnic Areas', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Belcarra Picnic Area', 'Picnic Area', 'Bambi Picnic Vancouver', 'Locarno Beach Picnic Site', 'Picnic Area', 'Rocky Point Picnic Shelter']"
Thunder Bay,Ontario,Hiking/Trekking,"['Central Valley Greenway', 'Burnaby Mountain Conservation Area', 'Trail of Hope', 'Burnaby Mountain walking path', 'Glenbrook Ravine Trail', 'Southshore Trail', 'Willingdon Jogging Trail', 'West Forest Trails', 'Burnaby Lake Regional Park']"
Thunder Bay,Ontario,Photography,"['VanDusen Botanical Garden', 'Stanley Park', 'FlyOver Canada', 'Gastown Steam Clock', 'Lighthouse Park | West Vancouver']"
Thunder Bay,Ontario,Camping,"['Apodaca Provincial Park', 'BC Hydro Stave Falls Lodge and Campsite', 'BCRV', ""Raven's Nest Outdoor Group Campsite"", 'Montague Provincial Campground (K2 Park Service)', 'Muskrat Meadow Outdoor Group Campsite', 'Fort Camping', 'Porteau Cove Campground', 'Seymour Group Campsite']"
Timmins,Ontario,Cherry Blossom Viewing,"['Alice Townley Park', 'Stanley Park', 'Prince Edward Park', 'UBC Botanical Garden', 'Greenheart TreeWalk', 'Sunrise Park']"
Timmins,Ontario,Rock Climbing,"['Vancouver Mountain Guides', 'Climblife', 'Project Climbing Centre', 'The Hive Climbing and Fitness', 'Climb Base5 (Coquitlam)', 'The Hive Heights']"
Timmins,Ontario,Cycling,"['Willingdon Linear Park', 'Burnaby Velodrome Club', 'Velo Star Cafe', 'HUB Cycling', 'Riverview Forest Biking Trails', 'Cycle City Bike Shop & Repairs', 'Yes Cycle Bike Rental']"
Timmins,Ontario,Hiking/Trekking,"['Burnaby lake', 'Cottonwood Trail', 'Trail of Hope']"
Timmins,Ontario,Canoeing,"['Say Nuth Khaw Yum Provincial Park', 'Kanaka Creek Regional Park', 'Creekside Kayaks at Dragon Boat BC', 'Talaysay Tours', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Spirit of the West Adventures']"
Toronto,Ontario,Beach,"['Second Beach', 'Third Beach', 'English Bay Beach', 'Ambleside Beach', 'Buntzen Lake North Beach', 'Beach denj', 'Pebbly Beach']"
Toronto,Ontario,Cycling,"['Steed Cycles', 'Yes Cycle Bike Rental', 'Velo Star Cafe']"
Toronto,Ontario,Swimming,"['Blue Mountain Wading Pool', 'Templeton Park Pool', 'Garden Grove Dr', 'Eileen Dailly Leisure Pool & Fitness Centre']"
Toronto,Ontario,Rock Climbing,"['Climb Base5 (North Vancouver)', 'Outdoor Bouldering Wall', 'Bomber Climbing', 'The Hive Heights', 'Ground Up Climbing Centre']"
Toronto,Ontario,Skiing/Snowboarding,"['Dakota Ridge Ski Area', 'Troll Ski Resort', 'SilverStar Mountain Resort', 'Fortress Ski Area', 'Big White Ski Resort', 'Baldy Mountain Resort', 'Mount Timothy Recreational Resort', 'Grouse Mountain']"
Toronto,Ontario,River Rafting,"['River Drifters - White Salmon River Rafting', 'Winding Waters River Expeditions']"
Trenton,Ontario,Hiking/Trekking,"['Trans Canada Trail', 'West Forest Trails', 'Central Valley Greenway', 'Burnaby Mountain Conservation Area', 'Suraci’s Trail', 'Burnaby Mountain walking path', 'Glenbrook Ravine Trail', 'Cottonwood Trail']"
Trenton,Ontario,Canoeing,"['Creekside Kayaks at Dragon Boat BC', 'Talaysay Tours', 'Whytecliff Park | West Vancouver', 'Northern Rockies Adventures', 'Banff Canoe Club']"
Trenton,Ontario,Boating,"['Heather Civic Marina', 'Cooper Boating', 'Cates Park Boat Ramp', 'Reed Point Marina']"
Trenton,Ontario,Swimming,"['City Centre Aquatic Complex', 'Kerrisdale Pool', 'Port Coquitlam Leisure Pool', 'C.G. Brown Memorial Pool']"
Trenton,Ontario,Cherry Blossom Viewing,"['Greenheart TreeWalk', 'Queen Elizabeth Park', 'Salsbury Park']"
Trenton,Ontario,River Rafting,"['West Coast Canyoning Adventures', 'Triad River Tours', 'Adams River Rafting Ltd', 'Hydra River Guides']"
Waterloo,Ontario,Camping,"['Porteau Cove Campground', 'Muskrat Meadow Outdoor Group Campsite']"
Waterloo,Ontario,Cycling,"['Riverview Forest Biking Trails', ""Cap's Bicycle Shop"", ""Cap's Electric Bike Centre"", 'Burnaby Velodrome Club', 'Tynehead Regional Park']"
Waterloo,Ontario,Swimming,"['RONA Coquitlam (Austin)', 'Templeton Park Pool', 'Eileen Dailly Leisure Pool & Fitness Centre', 'City Centre Aquatic Complex', 'Kerrisdale Pool', 'Wading Pool', 'Garden Grove Dr']"
Welland,Ontario,Boating,"['Heather Civic Marina', 'Ambleside Park | West Vancouver', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Burrard Civic Marina', 'Shelter Island Marina & Boatyard']"
Welland,Ontario,Beach,"['Maple Beach', 'Anette Beach']"
